time,batt,c,heading,pitch,roll,T
2023-11-20 23:40:02,14.39,1513.6,84.6,0.66,-0.25,17.79
2023-11-20 23:50:02,14.39,1514.1,84.6,0.66,-0.23,17.96
2023-11-21 00:00:02,14.39,1514.1,84.6,0.66,-0.24,17.89
2023-11-21 00:10:02,14.39,1514.1,84.6,0.66,-0.24,17.99
2023-11-21 00:20:02,14.39,1514.1,84.6,0.66,-0.25,17.89
2023-11-21 00:30:02,14.39,1514.1,84.6,0.67,-0.24,17.98
2023-11-21 00:40:02,14.40,1514.1,84.6,0.68,-0.24,18.01
2023-11-21 00:50:02,14.40,1514.1,84.6,0.67,-0.24,18.00
2023-11-21 01:00:02,14.40,1514.1,84.6,0.67,-0.24,17.97
2023-11-21 01:10:02,14.40,1514.1,84.6,0.67,-0.24,17.94
2023-11-21 01:20:02,14.40,1514.1,84.6,0.67,-0.25,17.89
2023-11-21 01:30:02,14.40,1514.1,84.6,0.67,-0.24,17.85
2023-11-21 01:40:02,14.40,1514.1,84.6,0.67,-0.25,17.82
2023-11-21 01:50:02,14.40,1514.1,84.6,0.67,-0.26,17.86
2023-11-21 02:00:02,14.40,1514.1,84.6,0.66,-0.25,17.86
2023-11-21 02:10:02,14.40,1514.1,84.6,0.66,-0.25,17.82
2023-11-21 02:20:02,14.40,1514.1,84.6,0.67,-0.25,17.82
2023-11-21 02:30:02,14.40,1514.1,84.6,0.67,-0.25,17.82
2023-11-21 02:40:02,14.40,1514.1,84.6,0.67,-0.25,17.83
2023-11-21 02:50:02,14.40,1514.1,84.6,0.67,-0.25,17.82
2023-11-21 03:00:02,14.40,1514.1,84.6,0.66,-0.25,17.78
2023-11-21 03:10:02,14.40,1514.1,84.6,0.67,-0.25,17.78
2023-11-21 03:20:02,14.40,1514.1,84.6,0.67,-0.26,17.76
2023-11-21 03:30:02,14.40,1512.7,84.6,0.66,-0.25,17.73
2023-11-21 03:40:02,14.40,1512.6,84.6,0.67,-0.25,17.70
2023-11-21 03:50:02,14.40,1512.6,84.6,0.66,-0.25,17.72
2023-11-21 04:00:02,14.40,1512.6,84.6,0.66,-0.25,17.71
2023-11-21 04:10:02,14.40,1512.6,84.6,0.66,-0.25,17.71
2023-11-21 04:20:02,14.40,1512.6,84.6,0.66,-0.26,17.71
2023-11-21 04:30:02,14.40,1512.6,84.6,0.66,-0.26,17.72
2023-11-21 04:40:02,14.40,1512.9,84.6,0.66,-0.25,17.74
2023-11-21 04:50:02,14.40,1513.8,84.6,0.66,-0.26,17.75
2023-11-21 05:00:02,14.40,1512.8,84.6,0.66,-0.25,17.73
2023-11-21 05:10:02,14.40,1512.6,84.6,0.66,-0.26,17.73
2023-11-21 05:20:02,14.40,1512.6,84.6,0.66,-0.26,17.73
2023-11-21 05:30:02,14.40,1512.6,84.6,0.66,-0.25,17.73
2023-11-21 05:40:02,14.40,1512.6,84.6,0.66,-0.26,17.73
2023-11-21 05:50:02,14.40,1512.6,84.6,0.66,-0.25,17.73
2023-11-21 06:00:02,14.40,1512.6,84.6,0.66,-0.26,17.70
2023-11-21 06:10:02,14.40,1512.6,84.6,0.66,-0.25,17.66
2023-11-21 06:20:02,14.40,1512.6,84.6,0.66,-0.25,17.66
2023-11-21 06:30:02,14.40,1512.6,84.6,0.66,-0.26,17.68
2023-11-21 06:40:02,14.40,1512.6,84.6,0.66,-0.26,17.69
2023-11-21 06:50:02,14.40,1512.6,84.6,0.66,-0.26,17.68
2023-11-21 07:00:02,14.40,1512.6,84.6,0.66,-0.27,17.69
2023-11-21 07:10:02,14.40,1512.6,84.6,0.66,-0.26,17.69
2023-11-21 07:20:02,14.40,1512.6,84.6,0.66,-0.26,17.67
2023-11-21 07:30:02,14.40,1512.6,84.6,0.66,-0.26,17.65
2023-11-21 07:40:02,14.40,1512.6,84.6,0.66,-0.26,17.63
2023-11-21 07:50:02,14.40,1512.6,84.6,0.66,-0.26,17.61
2023-11-21 08:00:02,14.40,1512.6,84.6,0.66,-0.26,17.60
2023-11-21 08:10:02,14.40,1512.6,84.5,0.66,-0.26,17.60
2023-11-21 08:20:02,14.40,1512.6,84.5,0.66,-0.26,17.59
2023-11-21 08:30:02,14.40,1512.6,84.5,0.66,-0.26,17.57
2023-11-21 08:40:02,14.40,1512.6,84.5,0.66,-0.25,17.46
2023-11-21 08:50:02,14.40,1512.6,84.5,0.66,-0.26,17.38
2023-11-21 09:00:02,14.40,1512.6,84.5,0.65,-0.26,17.41
2023-11-21 09:10:02,14.40,1512.6,84.5,0.65,-0.26,17.44
2023-11-21 09:20:02,14.40,1512.6,84.5,0.65,-0.26,17.46
2023-11-21 09:30:02,14.40,1512.6,84.5,0.65,-0.26,17.46
2023-11-21 09:40:02,14.40,1512.6,84.5,0.65,-0.26,17.45
2023-11-21 09:50:02,14.40,1512.6,84.5,0.65,-0.27,17.43
2023-11-21 10:00:02,14.40,1512.6,84.5,0.66,-0.26,17.42
2023-11-21 10:10:02,14.40,1512.6,84.6,0.65,-0.27,17.39
2023-11-21 10:20:02,14.39,1512.6,84.6,0.65,-0.26,17.39
2023-11-21 10:30:02,14.40,1512.6,84.6,0.65,-0.26,17.39
2023-11-21 10:40:02,14.39,1512.6,84.6,0.65,-0.26,17.38
2023-11-21 10:50:02,14.39,1512.6,84.6,0.66,-0.27,17.37
2023-11-21 11:00:02,14.39,1512.6,84.6,0.66,-0.27,17.35
2023-11-21 11:10:02,14.39,1512.6,84.6,0.65,-0.27,17.34
2023-11-21 11:20:02,14.39,1512.6,84.6,0.65,-0.26,17.32
2023-11-21 11:30:02,14.39,1512.6,84.5,0.66,-0.27,17.31
2023-11-21 11:40:02,14.39,1512.6,84.6,0.66,-0.27,17.31
2023-11-21 11:50:02,14.39,1512.6,84.5,0.66,-0.26,17.31
2023-11-21 12:00:02,14.38,1512.6,84.5,0.65,-0.26,17.30
2023-11-21 12:10:02,14.38,1512.6,84.5,0.65,-0.27,17.30
2023-11-21 12:20:02,14.38,1512.0,84.5,0.65,-0.26,17.25
2023-11-21 12:30:02,14.38,1511.1,84.5,0.65,-0.27,17.14
2023-11-21 12:40:02,14.38,1511.1,84.5,0.65,-0.27,17.09
2023-11-21 12:50:02,14.38,1511.1,84.6,0.65,-0.27,17.08
2023-11-21 13:00:02,14.38,1511.1,84.6,0.65,-0.27,17.09
2023-11-21 13:10:02,14.38,1511.1,84.6,0.65,-0.27,17.11
2023-11-21 13:20:02,14.37,1511.1,84.6,0.65,-0.27,17.11
2023-11-21 13:30:02,14.37,1511.1,84.6,0.65,-0.27,17.07
2023-11-21 13:40:02,14.37,1511.1,84.6,0.65,-0.27,17.00
2023-11-21 13:50:02,14.37,1511.1,84.6,0.65,-0.27,16.99
2023-11-21 14:00:02,14.37,1511.1,84.6,0.65,-0.27,17.02
2023-11-21 14:10:02,14.37,1511.1,84.6,0.65,-0.27,17.00
2023-11-21 14:20:02,14.36,1511.1,84.6,0.65,-0.27,16.99
2023-11-21 14:30:02,14.36,1511.1,84.6,0.65,-0.27,16.99
2023-11-21 14:40:02,14.36,1511.1,84.6,0.65,-0.27,16.97
2023-11-21 14:50:02,14.36,1511.1,84.6,0.65,-0.27,16.94
2023-11-21 15:00:02,14.36,1511.1,84.6,0.65,-0.27,16.98
2023-11-21 15:10:02,14.36,1511.1,84.6,0.65,-0.27,16.97
2023-11-21 15:20:02,14.36,1511.1,84.6,0.65,-0.27,16.95
2023-11-21 15:30:02,14.36,1511.1,84.6,0.65,-0.27,16.89
2023-11-21 15:40:02,14.36,1511.1,84.5,0.65,-0.27,16.93
2023-11-21 15:50:02,14.36,1511.1,84.5,0.65,-0.27,16.94
2023-11-21 16:00:02,14.35,1511.1,84.5,0.64,-0.27,16.95
2023-11-21 16:10:02,14.35,1511.1,84.5,0.65,-0.27,16.92
2023-11-21 16:20:02,14.35,1511.1,84.5,0.65,-0.27,16.90
2023-11-21 16:30:02,14.35,1511.1,84.5,0.65,-0.27,16.93
2023-11-21 16:40:02,14.35,1511.1,84.5,0.65,-0.28,16.93
2023-11-21 16:50:02,14.35,1511.1,84.5,0.65,-0.28,16.91
2023-11-21 17:00:02,14.35,1511.1,84.5,0.64,-0.27,16.95
2023-11-21 17:10:02,14.35,1511.1,84.5,0.64,-0.27,17.05
2023-11-21 17:20:02,14.35,1511.1,84.5,0.65,-0.27,17.07
2023-11-21 17:30:02,14.35,1511.1,84.5,0.65,-0.27,17.12
2023-11-21 17:40:02,14.35,1511.1,84.5,0.65,-0.27,17.21
2023-11-21 17:50:02,14.35,1511.1,84.5,0.65,-0.26,17.23
2023-11-21 18:00:02,14.34,1511.1,84.5,0.65,-0.27,17.11
2023-11-21 18:10:02,14.34,1511.1,84.5,0.65,-0.27,17.09
2023-11-21 18:20:02,14.35,1511.1,84.5,0.65,-0.26,17.13
2023-11-21 18:30:02,14.35,1512.3,84.5,0.65,-0.26,17.27
2023-11-21 18:40:02,14.35,1512.6,84.5,0.65,-0.26,17.29
2023-11-21 18:50:02,14.35,1512.6,84.5,0.65,-0.26,17.26
2023-11-21 19:00:02,14.35,1512.6,84.5,0.65,-0.26,17.27
2023-11-21 19:10:02,14.34,1511.3,84.5,0.65,-0.26,17.24
2023-11-21 19:20:02,14.35,1511.2,84.5,0.65,-0.26,17.24
2023-11-21 19:30:02,14.35,1512.4,84.5,0.65,-0.27,17.25
2023-11-21 19:40:02,14.35,1511.8,84.5,0.65,-0.26,17.24
2023-11-21 19:50:02,14.35,1511.1,84.6,0.66,-0.27,17.22
2023-11-21 20:00:02,14.35,1512.2,84.6,0.66,-0.26,17.25
2023-11-21 20:10:02,14.35,1512.5,84.6,0.65,-0.26,17.25
2023-11-21 20:20:02,14.35,1512.6,84.6,0.65,-0.26,17.29
2023-11-21 20:30:02,14.35,1512.6,84.6,0.65,-0.26,17.36
2023-11-21 20:40:02,14.35,1512.6,84.6,0.65,-0.27,17.38
2023-11-21 20:50:02,14.35,1512.6,84.6,0.66,-0.26,17.36
2023-11-21 21:00:02,14.35,1512.6,84.6,0.65,-0.27,17.34
2023-11-21 21:10:02,14.35,1512.6,84.6,0.65,-0.27,17.35
2023-11-21 21:20:02,14.35,1512.6,84.6,0.65,-0.26,17.44
2023-11-21 21:30:02,14.35,1512.6,84.6,0.66,-0.26,17.54
2023-11-21 21:40:02,14.36,1512.6,84.6,0.66,-0.26,17.42
2023-11-21 21:50:02,14.36,1512.6,84.6,0.66,-0.26,17.34
2023-11-21 22:00:02,14.36,1512.6,84.7,0.65,-0.26,17.45
2023-11-21 22:10:02,14.36,1512.6,84.7,0.66,-0.26,17.61
2023-11-21 22:20:02,14.36,1512.9,84.7,0.66,-0.26,17.67
2023-11-21 22:30:02,14.36,1512.8,84.7,0.66,-0.26,17.66
2023-11-21 22:40:02,14.36,1512.6,84.7,0.66,-0.26,17.62
2023-11-21 22:50:02,14.37,1512.6,84.7,0.66,-0.26,17.66
2023-11-21 23:00:02,14.36,1512.6,84.7,0.66,-0.26,17.69
2023-11-21 23:10:02,14.37,1512.6,84.6,0.66,-0.26,17.72
2023-11-21 23:20:02,14.36,1513.7,84.6,0.66,-0.25,17.77
2023-11-21 23:30:02,14.37,1514.1,84.6,0.66,-0.26,17.81
2023-11-21 23:40:02,14.37,1514.1,84.6,0.67,-0.26,17.80
2023-11-21 23:50:02,14.37,1514.1,84.6,0.66,-0.26,17.77
2023-11-22 00:00:02,14.37,1513.8,84.6,0.67,-0.26,17.75
2023-11-22 00:10:02,14.37,1514.1,84.6,0.67,-0.26,17.78
2023-11-22 00:20:02,14.37,1514.1,84.6,0.67,-0.26,17.79
2023-11-22 00:30:02,14.37,1514.1,84.6,0.66,-0.26,17.81
2023-11-22 00:40:02,14.38,1514.1,84.6,0.66,-0.26,17.82
2023-11-22 00:50:02,14.38,1514.1,84.6,0.67,-0.26,17.82
2023-11-22 01:00:02,14.38,1514.1,84.6,0.67,-0.25,17.81
2023-11-22 01:10:02,14.38,1514.1,84.6,0.66,-0.26,17.81
2023-11-22 01:20:02,14.38,1514.1,84.6,0.67,-0.26,17.81
2023-11-22 01:30:02,14.38,1514.1,84.6,0.67,-0.26,17.82
2023-11-22 01:40:02,14.38,1514.1,84.6,0.66,-0.26,17.82
2023-11-22 01:50:02,14.39,1514.1,84.6,0.67,-0.26,17.82
2023-11-22 02:00:02,14.39,1514.1,84.6,0.66,-0.26,17.84
2023-11-22 02:10:02,14.39,1514.1,84.6,0.67,-0.26,17.83
2023-11-22 02:20:02,14.39,1514.1,84.6,0.67,-0.26,17.80
2023-11-22 02:30:02,14.39,1514.1,84.6,0.67,-0.26,17.79
2023-11-22 02:40:02,14.39,1514.1,84.6,0.67,-0.26,17.78
2023-11-22 02:50:02,14.39,1514.1,84.6,0.67,-0.26,17.78
2023-11-22 03:00:02,14.39,1514.1,84.6,0.67,-0.26,17.79
2023-11-22 03:10:02,14.39,1514.1,84.6,0.66,-0.26,17.80
2023-11-22 03:20:02,14.39,1514.1,84.6,0.67,-0.26,17.81
2023-11-22 03:30:02,14.39,1514.1,84.6,0.67,-0.26,17.82
2023-11-22 03:40:02,14.39,1514.1,84.6,0.67,-0.26,17.81
2023-11-22 03:50:02,14.39,1514.1,84.6,0.67,-0.26,17.80
2023-11-22 04:00:02,14.39,1513.5,84.6,0.67,-0.26,17.74
2023-11-22 04:10:02,14.39,1512.6,84.6,0.67,-0.26,17.57
2023-11-22 04:20:02,14.39,1512.6,84.6,0.66,-0.26,17.56
2023-11-22 04:30:02,14.39,1512.6,84.6,0.66,-0.27,17.46
2023-11-22 04:40:02,14.39,1512.6,84.5,0.66,-0.27,17.38
2023-11-22 04:50:02,14.39,1512.6,84.6,0.66,-0.27,17.41
2023-11-22 05:00:02,14.39,1512.6,84.6,0.66,-0.27,17.42
2023-11-22 05:10:02,14.39,1512.6,84.6,0.66,-0.27,17.48
2023-11-22 05:20:02,14.39,1512.6,84.6,0.66,-0.27,17.46
2023-11-22 05:30:02,14.39,1512.6,84.5,0.66,-0.27,17.42
2023-11-22 05:40:02,14.39,1512.6,84.5,0.66,-0.27,17.39
2023-11-22 05:50:02,14.39,1512.6,84.5,0.66,-0.28,17.36
2023-11-22 06:00:02,14.38,1512.6,84.5,0.66,-0.27,17.36
2023-11-22 06:10:02,14.38,1512.6,84.5,0.66,-0.27,17.37
2023-11-22 06:20:02,14.38,1512.6,84.5,0.66,-0.27,17.40
2023-11-22 06:30:02,14.38,1512.6,84.5,0.66,-0.27,17.40
2023-11-22 06:40:02,14.38,1512.6,84.5,0.66,-0.28,17.39
2023-11-22 06:50:02,14.38,1512.6,84.5,0.66,-0.27,17.38
2023-11-22 07:00:02,14.38,1512.6,84.5,0.66,-0.27,17.39
2023-11-22 07:10:02,14.38,1512.6,84.5,0.66,-0.27,17.38
2023-11-22 07:20:02,14.37,1512.6,84.5,0.66,-0.27,17.38
2023-11-22 07:30:02,14.38,1512.6,84.5,0.66,-0.27,17.38
2023-11-22 07:40:02,14.38,1512.6,84.5,0.66,-0.27,17.37
2023-11-22 07:50:02,14.38,1512.6,84.6,0.66,-0.27,17.35
2023-11-22 08:00:02,14.37,1512.6,84.6,0.66,-0.27,17.33
2023-11-22 08:10:02,14.37,1512.6,84.6,0.66,-0.27,17.31
2023-11-22 08:20:02,14.37,1512.6,84.6,0.66,-0.28,17.29
2023-11-22 08:30:02,14.37,1512.6,84.6,0.66,-0.28,17.28
2023-11-22 08:40:02,14.37,1512.6,84.6,0.66,-0.27,17.28
2023-11-22 08:50:02,14.37,1512.6,84.6,0.66,-0.27,17.28
2023-11-22 09:00:02,14.37,1512.6,84.6,0.66,-0.27,17.27
2023-11-22 09:10:02,14.36,1511.3,84.6,0.66,-0.28,17.18
2023-11-22 09:20:02,14.37,1511.1,84.6,0.66,-0.28,17.08
2023-11-22 09:30:02,14.37,1511.1,84.6,0.66,-0.27,17.08
2023-11-22 09:40:02,14.36,1511.1,84.6,0.66,-0.27,17.10
2023-11-22 09:50:02,14.36,1511.1,84.6,0.66,-0.28,17.06
2023-11-22 10:00:02,14.36,1511.1,84.6,0.66,-0.27,17.06
2023-11-22 10:10:02,14.36,1511.1,84.6,0.65,-0.28,17.04
2023-11-22 10:20:02,14.36,1511.1,84.6,0.65,-0.28,17.02
2023-11-22 10:30:02,14.36,1511.1,84.6,0.65,-0.28,17.00
2023-11-22 10:40:02,14.36,1511.1,84.6,0.66,-0.28,17.00
2023-11-22 10:50:02,14.36,1511.1,84.6,0.65,-0.27,16.99
2023-11-22 11:00:02,14.36,1511.1,84.6,0.66,-0.28,16.99
2023-11-22 11:10:02,14.36,1511.1,84.6,0.65,-0.28,16.99
2023-11-22 11:20:02,14.35,1511.1,84.6,0.65,-0.28,17.00
2023-11-22 11:30:02,14.35,1511.1,84.6,0.66,-0.27,17.00
2023-11-22 11:40:02,14.35,1511.1,84.6,0.66,-0.28,17.01
2023-11-22 11:50:02,14.35,1511.1,84.6,0.66,-0.28,17.01
2023-11-22 12:00:02,14.35,1511.1,84.6,0.65,-0.28,16.98
2023-11-22 12:10:02,14.35,1511.1,84.6,0.66,-0.28,16.94
2023-11-22 12:20:02,14.35,1511.1,84.5,0.66,-0.28,16.93
2023-11-22 12:30:02,14.35,1511.1,84.6,0.65,-0.28,16.91
2023-11-22 12:40:02,14.34,1511.1,84.5,0.66,-0.28,16.90
2023-11-22 12:50:02,14.34,1511.1,84.6,0.65,-0.28,16.90
2023-11-22 13:00:02,14.34,1511.1,84.6,0.65,-0.28,16.89
2023-11-22 13:10:02,14.34,1511.1,84.6,0.65,-0.28,16.88
2023-11-22 13:20:02,14.34,1511.1,84.6,0.65,-0.28,16.88
2023-11-22 13:30:02,14.34,1511.1,84.6,0.65,-0.28,16.88
2023-11-22 13:40:02,14.33,1511.1,84.6,0.65,-0.28,16.87
2023-11-22 13:50:02,14.33,1511.1,84.6,0.65,-0.28,16.87
2023-11-22 14:00:02,14.33,1511.1,84.6,0.65,-0.28,16.86
2023-11-22 14:10:02,14.33,1511.1,84.6,0.65,-0.28,16.86
2023-11-22 14:20:02,14.33,1511.1,84.6,0.65,-0.28,16.86
2023-11-22 14:30:02,14.33,1511.1,84.6,0.65,-0.28,16.86
2023-11-22 14:40:02,14.32,1511.1,84.6,0.65,-0.28,16.86
2023-11-22 14:50:02,14.32,1511.1,84.6,0.65,-0.28,16.87
2023-11-22 15:00:02,14.32,1511.1,84.6,0.65,-0.28,16.88
2023-11-22 15:10:02,14.32,1511.1,84.6,0.65,-0.28,16.88
2023-11-22 15:20:02,14.31,1511.1,84.6,0.65,-0.28,16.89
2023-11-22 15:30:02,14.32,1511.1,84.6,0.65,-0.28,16.90
2023-11-22 15:40:02,14.31,1511.1,84.5,0.65,-0.28,16.90
2023-11-22 15:50:02,14.31,1511.1,84.5,0.65,-0.28,16.91
2023-11-22 16:00:02,14.31,1511.1,84.5,0.65,-0.28,16.93
2023-11-22 16:10:02,14.31,1511.1,84.5,0.65,-0.28,16.94
2023-11-22 16:20:02,14.31,1511.1,84.5,0.65,-0.28,16.95
2023-11-22 16:30:02,14.31,1511.1,84.5,0.66,-0.28,16.94
2023-11-22 16:40:02,14.31,1511.1,84.5,0.65,-0.28,16.94
2023-11-22 16:50:02,14.31,1511.1,84.5,0.65,-0.28,16.94
2023-11-22 17:00:02,14.31,1511.1,84.5,0.65,-0.28,16.94
2023-11-22 17:10:02,14.31,1511.1,84.5,0.66,-0.28,16.96
2023-11-22 17:20:02,14.31,1511.1,84.5,0.65,-0.28,16.99
2023-11-22 17:30:02,14.31,1511.1,84.5,0.65,-0.28,17.01
2023-11-22 17:40:02,14.31,1511.1,84.5,0.65,-0.28,17.03
2023-11-22 17:50:02,14.31,1511.1,84.5,0.66,-0.28,17.05
2023-11-22 18:00:02,14.31,1511.1,84.5,0.65,-0.28,17.08
2023-11-22 18:10:02,14.31,1511.1,84.5,0.65,-0.28,17.10
2023-11-22 18:20:02,14.31,1511.1,84.5,0.65,-0.28,17.13
2023-11-22 18:30:02,14.31,1511.1,84.5,0.65,-0.27,17.17
2023-11-22 18:40:02,14.31,1511.1,84.5,0.66,-0.28,17.19
2023-11-22 18:50:02,14.31,1511.1,84.6,0.65,-0.27,17.22
2023-11-22 19:00:02,14.31,1512.2,84.5,0.66,-0.28,17.25
2023-11-22 19:10:02,14.32,1512.6,84.6,0.66,-0.28,17.28
2023-11-22 19:20:02,14.32,1512.6,84.6,0.66,-0.27,17.32
2023-11-22 19:30:02,14.32,1512.6,84.6,0.66,-0.27,17.36
2023-11-22 19:40:02,14.32,1512.6,84.6,0.66,-0.27,17.39
2023-11-22 19:50:02,14.32,1512.6,84.6,0.66,-0.27,17.41
2023-11-22 20:00:02,14.33,1512.6,84.6,0.66,-0.27,17.43
2023-11-22 20:10:02,14.33,1512.6,84.6,0.66,-0.27,17.45
2023-11-22 20:20:02,14.33,1512.6,84.6,0.66,-0.27,17.48
2023-11-22 20:30:02,14.34,1512.6,84.6,0.67,-0.27,17.50
2023-11-22 20:40:02,14.34,1512.6,84.6,0.66,-0.27,17.52
2023-11-22 20:50:02,14.34,1512.6,84.6,0.67,-0.27,17.54
2023-11-22 21:00:02,14.34,1512.6,84.6,0.67,-0.27,17.54
2023-11-22 21:10:02,14.34,1512.6,84.6,0.66,-0.27,17.55
2023-11-22 21:20:02,14.34,1512.6,84.6,0.67,-0.27,17.56
2023-11-22 21:30:02,14.34,1512.6,84.6,0.67,-0.27,17.57
2023-11-22 21:40:02,14.35,1512.6,84.6,0.66,-0.27,17.57
2023-11-22 21:50:02,14.35,1512.6,84.6,0.66,-0.27,17.56
2023-11-22 22:00:02,14.35,1512.6,84.6,0.67,-0.27,17.56
2023-11-22 22:10:02,14.35,1512.6,84.6,0.67,-0.27,17.55
2023-11-22 22:20:02,14.36,1512.6,84.6,0.67,-0.27,17.54
2023-11-22 22:30:02,14.35,1512.6,84.7,0.66,-0.27,17.53
2023-11-22 22:40:02,14.36,1512.6,84.6,0.67,-0.27,17.51
2023-11-22 22:50:02,14.36,1512.6,84.6,0.67,-0.27,17.49
2023-11-22 23:00:02,14.35,1512.6,84.6,0.67,-0.27,17.48
2023-11-22 23:10:02,14.36,1512.6,84.6,0.67,-0.27,17.45
2023-11-22 23:20:02,14.36,1512.6,84.7,0.66,-0.27,17.43
2023-11-22 23:30:02,14.36,1512.6,84.6,0.67,-0.27,17.41
2023-11-22 23:40:02,14.36,1512.6,84.6,0.67,-0.27,17.40
2023-11-22 23:50:02,14.36,1512.6,84.6,0.66,-0.27,17.39
2023-11-23 00:00:02,14.36,1512.6,84.6,0.66,-0.27,17.39
2023-11-23 00:10:02,14.35,1512.6,84.6,0.66,-0.27,17.38
2023-11-23 00:20:02,14.35,1512.6,84.6,0.66,-0.27,17.37
2023-11-23 00:30:02,14.35,1512.6,84.6,0.66,-0.27,17.35
2023-11-23 00:40:02,14.35,1512.6,84.6,0.66,-0.28,17.34
2023-11-23 00:50:02,14.36,1512.6,84.6,0.67,-0.27,17.33
2023-11-23 01:00:02,14.35,1512.6,84.6,0.66,-0.27,17.33
2023-11-23 01:10:02,14.35,1512.6,84.6,0.66,-0.27,17.33
2023-11-23 01:20:02,14.36,1512.6,84.6,0.66,-0.27,17.33
2023-11-23 01:30:02,14.36,1512.6,84.6,0.66,-0.28,17.33
2023-11-23 01:40:02,14.36,1512.6,84.6,0.66,-0.27,17.32
2023-11-23 01:50:02,14.35,1512.6,84.6,0.66,-0.27,17.32
2023-11-23 02:00:02,14.36,1512.6,84.6,0.67,-0.27,17.32
2023-11-23 02:10:02,14.36,1512.6,84.6,0.66,-0.28,17.32
2023-11-23 02:20:02,14.36,1512.6,84.6,0.66,-0.27,17.32
2023-11-23 02:30:02,14.36,1512.6,84.6,0.66,-0.28,17.32
2023-11-23 02:40:02,14.35,1512.6,84.6,0.66,-0.28,17.32
2023-11-23 02:50:02,14.36,1512.6,84.6,0.66,-0.27,17.31
2023-11-23 03:00:02,14.35,1512.6,84.6,0.66,-0.28,17.30
2023-11-23 03:10:02,14.35,1512.6,84.6,0.66,-0.27,17.30
2023-11-23 03:20:02,14.36,1512.6,84.6,0.66,-0.28,17.28
2023-11-23 03:30:02,14.35,1512.6,84.6,0.67,-0.27,17.26
2023-11-23 03:40:02,14.35,1512.6,84.6,0.66,-0.27,17.26
2023-11-23 03:50:02,14.35,1512.6,84.6,0.66,-0.28,17.27
2023-11-23 04:00:02,14.35,1512.6,84.6,0.66,-0.27,17.26
2023-11-23 04:10:02,14.35,1512.0,84.6,0.66,-0.28,17.25
2023-11-23 04:20:02,14.35,1511.1,84.6,0.66,-0.27,17.24
2023-11-23 04:30:02,14.35,1511.1,84.6,0.66,-0.27,17.19
2023-11-23 04:40:02,14.35,1511.1,84.6,0.66,-0.28,17.14
2023-11-23 04:50:02,14.35,1511.1,84.6,0.66,-0.28,17.11
2023-11-23 05:00:02,14.35,1511.1,84.6,0.66,-0.27,17.09
2023-11-23 05:10:02,14.35,1511.1,84.6,0.66,-0.28,17.08
2023-11-23 05:20:02,14.35,1511.1,84.6,0.66,-0.28,17.06
2023-11-23 05:30:02,14.34,1511.1,84.6,0.65,-0.27,17.05
2023-11-23 05:40:02,14.34,1511.1,84.6,0.66,-0.28,17.05
2023-11-23 05:50:02,14.34,1511.1,84.6,0.65,-0.28,17.05
2023-11-23 06:00:02,14.34,1511.1,84.6,0.65,-0.28,17.05
2023-11-23 06:10:02,14.34,1511.1,84.6,0.66,-0.28,17.05
2023-11-23 06:20:02,14.34,1511.1,84.6,0.66,-0.28,17.05
2023-11-23 06:30:02,14.34,1511.1,84.6,0.65,-0.28,17.06
2023-11-23 06:40:02,14.34,1511.1,84.6,0.65,-0.27,17.09
2023-11-23 06:50:02,14.34,1511.1,84.6,0.65,-0.28,17.12
2023-11-23 07:00:02,14.34,1511.1,84.6,0.66,-0.28,17.13
2023-11-23 07:10:02,14.33,1511.1,84.6,0.66,-0.28,17.13
2023-11-23 07:20:02,14.33,1511.1,84.6,0.65,-0.28,17.12
2023-11-23 07:30:02,14.33,1511.1,84.6,0.66,-0.28,17.08
2023-11-23 07:40:02,14.33,1511.1,84.6,0.66,-0.28,17.06
2023-11-23 07:50:02,14.33,1511.1,84.6,0.66,-0.28,17.05
2023-11-23 08:00:02,14.33,1511.1,84.6,0.65,-0.28,17.03
2023-11-23 08:10:02,14.33,1511.1,84.6,0.65,-0.28,17.01
2023-11-23 08:20:02,14.32,1511.1,84.6,0.65,-0.28,17.00
2023-11-23 08:30:02,14.32,1511.1,84.6,0.65,-0.28,16.98
2023-11-23 08:40:02,14.32,1511.1,84.6,0.65,-0.28,16.97
2023-11-23 08:50:02,14.32,1511.1,84.6,0.66,-0.28,16.97
2023-11-23 09:00:02,14.32,1511.1,84.6,0.65,-0.28,16.97
2023-11-23 09:10:02,14.32,1511.1,84.6,0.65,-0.28,16.95
2023-11-23 09:20:02,14.31,1511.1,84.6,0.65,-0.28,16.88
2023-11-23 09:30:02,14.31,1511.1,84.6,0.65,-0.28,16.88
2023-11-23 09:40:02,14.31,1511.1,84.6,0.65,-0.28,16.87
2023-11-23 09:50:02,14.31,1511.1,84.6,0.65,-0.28,16.83
2023-11-23 10:00:02,14.31,1511.1,84.6,0.65,-0.28,16.81
2023-11-23 10:10:02,14.31,1511.1,84.6,0.65,-0.28,16.81
2023-11-23 10:20:02,14.31,1511.1,84.6,0.65,-0.28,16.81
2023-11-23 10:30:02,14.31,1511.1,84.6,0.65,-0.28,16.83
2023-11-23 10:40:02,14.31,1511.1,84.6,0.65,-0.28,16.84
2023-11-23 10:50:02,14.31,1511.1,84.6,0.65,-0.28,16.86
2023-11-23 11:00:02,14.31,1511.1,84.6,0.65,-0.28,16.87
2023-11-23 11:10:02,14.31,1511.1,84.6,0.65,-0.28,16.88
