blk,umean,urms,vmean,vrms,wmean,corr,fbad,p
331,0.00173,0.16531,-0.09247,0.07510,-0.00725,94.1,0.0000,10.306
332,0.01356,0.19265,-0.08805,0.07338,-0.00666,93.5,0.0000,10.245
333,0.02378,0.16812,-0.08567,0.07449,-0.00642,94.1,0.0000,10.164
334,0.01537,0.19730,-0.08584,0.07536,-0.00761,94.1,0.0000,10.075
335,0.01108,0.21004,-0.07294,0.07419,-0.00643,94.0,0.0000,9.983
336,0.01077,0.19910,-0.06619,0.07344,-0.00583,94.3,0.0000,9.879
337,-0.00102,0.19584,-0.07008,0.07842,-0.00539,94.6,0.0000,9.767
338,-0.01289,0.19264,-0.06550,0.07302,-0.00604,94.0,0.0000,9.646
339,-0.00870,0.16195,-0.07216,0.07304,-0.00614,94.4,0.0000,9.524
340,-0.00755,0.15534,-0.05843,0.07447,-0.00481,94.4,0.0000,9.403
341,-0.01325,0.17531,-0.05848,0.07600,-0.00436,94.6,0.0000,9.279
342,-0.01304,0.18571,-0.04785,0.06980,-0.00394,91.8,0.0000,9.168
343,-0.01044,0.17721,-0.04718,0.07186,-0.00322,90.7,0.0000,9.055
344,-0.01054,0.16733,-0.03897,0.06704,-0.00214,91.9,0.0000,8.956
345,-0.01347,0.18167,-0.02237,0.06657,0.00243,92.5,0.0000,8.867
346,-0.02761,0.19111,-0.00613,0.06831,0.00266,94.4,0.0000,8.789
347,-0.02052,0.19853,0.00253,0.07048,0.00307,94.6,0.0000,8.741
348,-0.01275,0.19092,-0.00296,0.06627,0.00389,93.9,0.0000,8.697
349,-0.01547,0.17889,-0.00624,0.06370,0.00378,92.8,0.0000,8.663
350,-0.03338,0.18208,0.00159,0.06436,0.00057,93.6,0.0000,8.647
351,-0.03327,0.20190,0.00635,0.06547,0.00303,93.5,0.0000,8.652
352,-0.04119,0.18623,0.00761,0.06551,0.00101,93.5,0.0000,8.677
353,-0.03599,0.21550,0.00605,0.06408,0.00081,94.1,0.0000,8.717
354,-0.03968,0.19939,0.00304,0.06273,0.00052,93.7,0.0000,8.780
355,-0.03305,0.22819,-0.00056,0.06136,0.00043,91.0,0.0037,8.840
356,-0.01198,0.20828,-0.00228,0.06287,0.00454,91.9,0.0000,8.914
357,-0.00539,0.20484,-0.01215,0.06263,0.00124,90.9,0.0000,8.992
358,-0.01370,0.17672,-0.01205,0.05955,0.00059,91.5,0.0000,9.076
359,-0.01233,0.18804,-0.02871,0.06107,-0.00149,92.3,0.0000,9.167
360,-0.00789,0.20421,-0.03611,0.05908,-0.00191,92.1,0.0000,9.263
361,0.02379,0.19933,-0.02107,0.06220,-0.00228,93.3,0.0000,9.355
362,0.02696,0.19410,-0.01526,0.05970,0.00104,92.6,0.0000,9.433
363,0.02185,0.22534,-0.02649,0.06300,0.00023,92.5,0.0013,9.499
364,0.02798,0.19386,-0.00729,0.05895,0.00039,92.5,0.0004,9.562
365,0.03050,0.20992,-0.01592,0.05707,-0.00102,89.6,0.0021,9.603
366,0.02612,0.20611,-0.01086,0.05820,-0.00060,90.5,0.0008,9.641
367,0.01330,0.18942,-0.00780,0.05527,0.00033,91.7,0.0000,9.665
368,0.01516,0.18771,0.00486,0.05597,0.00149,93.9,0.0000,9.681
369,0.00967,0.18863,0.01615,0.05186,-0.00040,93.6,0.0000,9.671
370,0.00800,0.18181,0.02219,0.05465,-0.00102,93.2,0.0000,9.651
371,0.00504,0.19459,0.02940,0.05298,-0.00034,93.4,0.0000,9.625
372,0.00403,0.16241,0.03416,0.05112,-0.00054,93.8,0.0004,9.590
373,-0.02884,0.18223,0.02339,0.05324,-0.00092,93.5,0.0000,9.546
374,-0.04660,0.17327,0.01842,0.05862,-0.00406,91.1,0.0008,9.500
375,-0.04144,0.18894,0.01360,0.05809,-0.00231,87.7,0.0013,9.449
376,-0.04634,0.18680,0.01722,0.05531,-0.00209,88.7,0.0004,9.398
377,-0.04936,0.17951,0.01430,0.05355,-0.00083,90.6,0.0004,9.346
378,-0.05929,0.19256,0.01471,0.05347,-0.00278,90.6,0.0004,9.298
379,-0.05298,0.18881,0.01066,0.05215,-0.00126,89.3,0.0004,9.254
380,-0.03481,0.18085,0.01831,0.05405,0.00118,90.0,0.0004,9.222
381,-0.01498,0.19237,0.03205,0.05387,0.00227,86.1,0.0029,9.191
382,-0.01132,0.17426,0.03857,0.05636,0.00234,82.3,0.0067,9.171
383,-0.00288,0.15382,0.04740,0.05128,0.00144,84.3,0.0037,9.167
384,0.00285,0.15975,0.05072,0.05094,-0.00013,84.8,0.0025,9.175
385,0.00999,0.15353,0.05316,0.05007,-0.00180,88.6,0.0000,9.206
386,0.01437,0.15767,0.05730,0.05114,-0.00306,91.1,0.0000,9.239
387,0.01521,0.16979,0.05486,0.04957,-0.00307,93.7,0.0000,9.299
388,0.02460,0.15655,0.06526,0.05148,-0.00496,91.7,0.0000,9.361
389,0.02554,0.17129,0.06416,0.04951,-0.00549,93.4,0.0000,9.437
390,0.02575,0.14844,0.05865,0.04957,-0.00485,93.8,0.0000,9.520
391,0.01953,0.14011,0.05494,0.04843,-0.00462,93.9,0.0000,9.612
392,0.01835,0.15175,0.04815,0.04692,-0.00466,94.0,0.0000,9.718
393,0.01406,0.14318,0.04647,0.04802,-0.00278,93.8,0.0000,9.820
394,0.01422,0.14144,0.04069,0.05038,-0.00293,93.7,0.0000,9.927
395,0.01552,0.14515,0.03383,0.04964,-0.00247,93.8,0.0000,10.028
396,0.01707,0.12904,0.02602,0.05038,-0.00160,93.7,0.0000,10.122
397,0.01419,0.14188,0.00871,0.05125,0.00083,94.2,0.0000,10.217
398,0.01365,0.13472,0.00074,0.05303,0.00133,94.3,0.0000,10.289
399,0.01642,0.13350,-0.02302,0.05154,-0.00070,94.0,0.0000,10.359
400,0.02166,0.13745,-0.04596,0.04972,-0.00391,95.2,0.0000,10.410
401,0.02790,0.15031,-0.05568,0.05554,-0.00427,94.5,0.0000,10.446
402,0.02096,0.14189,-0.06199,0.05612,-0.00417,91.8,0.0004,10.466
403,0.01791,0.14014,-0.06279,0.05172,-0.00457,93.6,0.0000,10.459
404,0.00839,0.14946,-0.06365,0.05546,-0.00402,92.6,0.0000,10.435
405,-0.03474,0.16130,-0.06605,0.05592,-0.00640,93.6,0.0000,10.394
406,-0.02679,0.13892,-0.06688,0.05043,-0.00639,94.5,0.0000,10.337
407,-0.00973,0.14746,-0.04500,0.05610,-0.00399,92.4,0.0000,10.261
408,-0.00727,0.12452,-0.03492,0.05338,-0.00165,91.3,0.0000,10.166
409,0.00198,0.13255,-0.02085,0.04968,0.00064,91.5,0.0000,10.068
410,-0.00246,0.13777,-0.01522,0.04989,0.00169,91.2,0.0000,9.949
411,0.00528,0.14498,-0.00876,0.04779,0.00259,89.7,0.0004,9.813
412,0.00929,0.13694,-0.00198,0.04646,0.00229,92.2,0.0000,9.669
413,0.01135,0.14008,-0.01175,0.04819,0.00216,89.9,0.0004,9.523
414,-0.00103,0.13280,-0.01197,0.04683,0.00293,91.6,0.0000,9.385
415,-0.01010,0.15069,-0.01683,0.05090,0.00091,91.9,0.0000,9.244
416,-0.01248,0.13980,-0.01626,0.04647,0.00114,93.4,0.0000,9.111
417,-0.01491,0.14839,-0.00238,0.04811,0.00366,93.0,0.0000,8.980
418,-0.00944,0.15394,-0.00000,0.04631,0.00350,92.9,0.0000,8.859
419,-0.00203,0.15575,-0.00061,0.04496,0.00348,92.7,0.0000,8.749
420,-0.00105,0.16683,0.01241,0.04834,0.00322,91.7,0.0017,8.654
421,-0.02836,0.15787,0.02788,0.04616,-0.00253,93.0,0.0000,8.582
422,-0.03478,0.16946,0.03787,0.05117,-0.00356,93.2,0.0000,8.524
423,-0.04061,0.15669,0.05505,0.04599,-0.00629,94.3,0.0000,8.485
424,-0.05074,0.18793,0.05859,0.04926,-0.00782,93.4,0.0004,8.473
425,-0.05393,0.18516,0.05987,0.04870,-0.00812,94.1,0.0000,8.472
426,-0.03722,0.19980,0.05278,0.05527,-0.00465,92.4,0.0017,8.479
427,-0.02129,0.19909,0.04836,0.05437,0.00039,93.9,0.0000,8.517
428,-0.01946,0.19176,0.04773,0.05256,0.00140,94.1,0.0000,8.573
429,-0.00056,0.18580,0.04169,0.05006,0.00251,93.7,0.0004,8.644
430,0.04027,0.20690,0.04858,0.05701,-0.00828,92.9,0.0008,8.717
431,0.02504,0.21227,0.02942,0.05424,-0.00376,93.0,0.0021,8.814
432,0.01510,0.19884,0.00421,0.05691,-0.00023,93.6,0.0000,8.921
433,0.01489,0.20193,-0.01825,0.05609,0.00006,94.6,0.0000,9.022
434,0.00566,0.19467,-0.03873,0.05173,-0.00227,94.8,0.0000,9.125
435,0.00093,0.20632,-0.04537,0.05447,-0.00349,94.7,0.0000,9.219
436,0.00146,0.20231,-0.04959,0.05513,-0.00389,95.1,0.0000,9.325
437,-0.00143,0.21558,-0.04868,0.05574,-0.00421,94.4,0.0000,9.413
438,0.00304,0.22297,-0.05048,0.05461,-0.00458,94.1,0.0000,9.490
439,0.00700,0.22814,-0.05355,0.05491,-0.00508,94.2,0.0000,9.560
440,0.00690,0.26356,-0.05528,0.05573,-0.00578,94.0,0.0000,9.619
441,0.00495,0.25601,-0.05333,0.06119,-0.00565,92.9,0.0004,9.659
442,0.00593,0.23549,-0.05562,0.05660,-0.00566,92.5,0.0000,9.685
443,0.01503,0.22765,-0.05427,0.05522,-0.00371,91.7,0.0000,9.700
444,0.01345,0.23030,-0.05034,0.05652,-0.00445,93.8,0.0000,9.701
445,0.00746,0.22087,-0.04668,0.05448,-0.00303,94.7,0.0000,9.700
446,0.00730,0.18256,-0.04369,0.05426,-0.00271,94.8,0.0000,9.672
447,0.01485,0.22863,-0.02761,0.05501,-0.00098,94.6,0.0000,9.633
448,0.01970,0.20373,-0.01906,0.05078,0.00032,94.9,0.0000,9.591
449,0.01200,0.22910,-0.00763,0.05178,0.00266,94.5,0.0000,9.541
450,0.00608,0.20807,0.00524,0.05485,0.00207,93.9,0.0004,9.486
451,0.01388,0.20172,0.01585,0.05418,-0.00191,94.1,0.0004,9.442
452,0.01691,0.20050,0.01998,0.05125,-0.00257,94.1,0.0000,9.387
453,0.01427,0.22136,0.02355,0.05146,-0.00327,93.8,0.0008,9.344
454,0.01313,0.20402,0.01930,0.05011,-0.00261,93.7,0.0000,9.302
455,0.02878,0.20193,0.02660,0.04864,-0.00356,94.0,0.0000,9.270
456,0.03010,0.18762,0.02604,0.04936,-0.00280,92.6,0.0000,9.253
457,0.01907,0.20198,0.03966,0.04650,-0.00591,94.3,0.0000,9.244
458,0.02208,0.20055,0.05458,0.05046,-0.00611,94.1,0.0004,9.249
459,0.02748,0.21717,0.05982,0.05029,-0.00658,94.2,0.0000,9.269
460,0.02652,0.21002,0.06214,0.05059,-0.00726,94.2,0.0000,9.299
461,0.02695,0.19199,0.07201,0.04929,-0.00768,94.3,0.0000,9.353
462,0.03542,0.19964,0.08141,0.05162,-0.00810,94.3,0.0000,9.417
463,0.03337,0.21938,0.08613,0.04936,-0.00846,94.3,0.0000,9.484
464,0.03992,0.19610,0.08292,0.05056,-0.00808,93.6,0.0000,9.568
465,0.04048,0.24775,0.07463,0.05338,-0.00923,93.7,0.0000,9.655
466,0.03749,0.21772,0.06902,0.05181,-0.00770,94.4,0.0000,9.758
467,0.03489,0.20983,0.06065,0.05001,-0.00807,94.8,0.0000,9.862
468,0.03244,0.20066,0.05178,0.05581,-0.00561,94.9,0.0000,9.969
469,0.03537,0.22644,0.04603,0.05871,-0.00670,94.9,0.0000,10.077
470,0.03522,0.23055,0.04079,0.05453,-0.00737,95.0,0.0000,10.174
471,0.02952,0.23507,0.03193,0.06337,-0.00629,94.8,0.0000,10.258
472,0.02953,0.21671,0.02476,0.05568,-0.00448,94.7,0.0000,10.340
473,0.02996,0.19662,0.01798,0.05866,-0.00259,94.9,0.0000,10.412
474,0.02199,0.20990,0.01242,0.05991,-0.00138,94.9,0.0000,10.470
475,0.02387,0.22088,0.01465,0.06098,-0.00249,94.8,0.0000,10.508
476,0.02354,0.20994,0.01207,0.06317,-0.00116,94.8,0.0000,10.531
477,0.01760,0.20993,0.00715,0.06248,-0.00134,94.6,0.0000,10.526
478,0.01210,0.20528,0.00249,0.05854,0.00080,94.5,0.0000,10.502
479,0.01146,0.21595,0.01081,0.05676,0.00003,94.5,0.0000,10.461
480,0.01387,0.25105,0.02581,0.06177,-0.00136,94.1,0.0000,10.392
481,0.01143,0.21115,0.02923,0.05691,-0.00275,93.6,0.0004,10.308
482,0.01042,0.20902,0.02434,0.05621,-0.00098,94.4,0.0000,10.214
483,0.01558,0.22640,0.03867,0.05254,-0.00390,94.2,0.0000,10.096
484,0.01518,0.20432,0.05821,0.05038,-0.00492,94.5,0.0000,9.971
485,0.01539,0.19955,0.06287,0.05099,-0.00568,95.1,0.0000,9.821
486,0.01554,0.20326,0.07205,0.04968,-0.00602,94.8,0.0000,9.672
487,0.01205,0.19590,0.07353,0.04903,-0.00612,94.6,0.0000,9.512
488,0.01192,0.17450,0.07089,0.04603,-0.00558,93.9,0.0000,9.352
489,0.02093,0.17132,0.06470,0.04422,-0.00647,94.8,0.0000,9.187
490,0.02267,0.16073,0.05979,0.04445,-0.00583,95.0,0.0000,9.043
491,0.02412,0.18633,0.06059,0.04808,-0.00638,95.2,0.0000,8.896
492,0.02311,0.20098,0.06270,0.04208,-0.00699,95.3,0.0000,8.764
493,0.01058,0.17374,0.06465,0.04202,-0.00471,95.3,0.0000,8.638
494,-0.00617,0.20039,0.06711,0.04456,-0.00189,95.1,0.0000,8.534
495,-0.00563,0.18809,0.06779,0.04885,-0.00267,94.8,0.0000,8.447
496,-0.01438,0.19683,0.06551,0.04537,-0.00208,94.3,0.0000,8.386
497,-0.01092,0.17887,0.05650,0.04791,-0.00127,94.3,0.0000,8.349
498,0.00419,0.20852,0.06106,0.04756,-0.00386,94.8,0.0000,8.322
499,-0.00027,0.20324,0.06992,0.04229,-0.00348,94.4,0.0000,8.319
500,-0.00123,0.17517,0.07396,0.04231,-0.00288,93.9,0.0000,8.339
501,-0.00393,0.18470,0.08284,0.04295,-0.00347,92.6,0.0004,8.369
502,0.02427,0.22323,0.07461,0.04398,-0.00748,93.9,0.0000,8.427
503,0.01815,0.22424,0.07003,0.04127,-0.00800,94.7,0.0000,8.490
504,0.01720,0.20407,0.06454,0.04194,-0.00608,94.5,0.0000,8.586
505,0.01451,0.18976,0.05935,0.04386,-0.00563,94.4,0.0000,8.690
506,0.01190,0.19919,0.05027,0.04610,-0.00276,94.2,0.0000,8.792
507,-0.00700,0.20006,0.03780,0.04437,-0.00061,93.9,0.0000,8.906
508,-0.01271,0.19996,0.02565,0.04422,0.00116,92.5,0.0000,9.025
509,0.00689,0.21347,-0.00328,0.04828,0.00055,92.6,0.0000,9.135
510,0.01626,0.21624,-0.01164,0.04582,-0.00079,92.2,0.0000,9.238
511,0.02566,0.21493,-0.01950,0.04531,-0.00333,92.2,0.0000,9.333
512,0.01138,0.21456,-0.00747,0.04632,-0.00058,92.4,0.0000,9.432
513,0.01361,0.20732,-0.02053,0.04640,-0.00194,92.0,0.0000,9.513
514,0.02102,0.18989,-0.03545,0.04697,-0.00346,91.1,0.0000,9.588
515,0.01972,0.21448,-0.02974,0.04856,-0.00289,90.8,0.0000,9.642
516,0.02379,0.19929,-0.03272,0.04888,-0.00234,90.2,0.0000,9.683
517,0.02366,0.21887,-0.03675,0.04978,-0.00325,90.2,0.0000,9.711
518,0.02129,0.21178,-0.02808,0.05088,-0.00213,90.6,0.0004,9.726
519,0.01856,0.20498,-0.02155,0.05322,-0.00175,89.9,0.0000,9.722
520,0.01723,0.20412,-0.01536,0.05006,-0.00121,90.9,0.0000,9.704
521,0.01355,0.18399,-0.00591,0.05040,0.00050,91.8,0.0000,9.676
522,0.01211,0.20673,0.00137,0.04915,0.00215,91.4,0.0000,9.633
523,0.00615,0.19314,0.00395,0.04822,0.00189,92.2,0.0000,9.593
524,0.00883,0.22083,0.01108,0.05425,-0.00113,90.8,0.0008,9.549
525,0.00268,0.21523,0.00616,0.04872,0.00067,91.2,0.0000,9.499
526,0.00381,0.23247,-0.00271,0.05118,0.00078,90.9,0.0000,9.451
527,0.01341,0.21917,0.00345,0.04715,-0.00081,90.2,0.0004,9.412
528,0.02461,0.20618,0.00322,0.05072,-0.00320,91.5,0.0000,9.368
529,0.01192,0.20848,0.02292,0.04841,-0.00237,91.8,0.0004,9.339
530,0.00998,0.21117,0.03533,0.04942,-0.00338,92.0,0.0000,9.311
531,0.00528,0.21420,0.04392,0.04940,-0.00358,91.4,0.0000,9.296
532,0.01566,0.21395,0.04656,0.04696,-0.00489,92.4,0.0008,9.300
533,0.01973,0.16939,0.06437,0.04581,-0.00646,92.8,0.0000,9.314
534,0.03916,0.18661,0.07033,0.04325,-0.00842,93.0,0.0000,9.345
535,0.01914,0.21287,0.04867,0.07067,-0.03236,92.3,0.0050,56.821
536,-0.00172,0.16329,-0.01430,0.04225,-0.06192,92.4,0.0000,97.374
537,-0.00236,0.19077,-0.01439,0.04540,-0.07473,92.3,0.0000,191.542
538,-0.00383,0.17664,-0.01363,0.04235,-0.06667,92.6,0.0000,244.187
539,-0.00384,0.18942,-0.01406,0.04576,-0.07471,92.7,0.0000,269.449
540,-0.00133,0.18868,-0.01666,0.04529,-0.07527,93.0,0.0000,273.920
541,-0.00650,0.18810,-0.01754,0.04720,-0.08511,93.0,0.0000,204.847
542,-0.01061,0.18802,-0.01816,0.04757,-0.07349,92.6,0.0000,184.421
543,-0.00674,0.17977,-0.01088,0.04345,-0.05984,91.6,0.0000,170.396
544,-0.00147,0.16356,-0.00873,0.03934,-0.05355,91.6,0.0000,212.723
545,0.00817,0.16725,-0.00757,0.03877,-0.04624,91.5,0.0000,216.998
546,0.00834,0.16133,-0.00674,0.03734,-0.04272,91.1,0.0013,218.521
547,0.00184,0.16448,-0.00576,0.04016,-0.04459,91.1,0.0004,214.770
548,-0.00463,0.17137,-0.00457,0.03856,-0.03628,90.9,0.0000,208.924
549,0.00495,0.17031,-0.00345,0.03776,-0.02874,91.0,0.0000,215.913
550,0.00411,0.17823,-0.00346,0.03831,-0.03031,91.1,0.0008,218.001
551,0.00411,0.18947,-0.00365,0.04045,-0.03362,89.3,0.0025,198.428
552,0.00331,0.17159,-0.00367,0.03700,-0.02584,91.4,0.0004,207.050
553,-0.00517,0.17454,-0.00259,0.03794,-0.03259,92.0,0.0000,192.163
554,-0.00604,0.16301,0.00105,0.03454,-0.02858,92.2,0.0000,214.961
555,-0.00973,0.18325,-0.00153,0.03572,-0.02940,92.1,0.0000,173.099
556,0.00114,0.17580,-0.00305,0.03684,-0.03061,91.5,0.0000,143.128
557,0.00035,0.17610,-0.00708,0.04112,-0.04487,91.5,0.0004,68.565
558,0.00027,0.18473,-0.00377,0.04088,-0.04294,90.7,0.0004,15.968
559,-0.00310,0.16214,-0.00630,0.03717,-0.04099,92.2,0.0000,29.719
560,-0.00772,0.18700,-0.01011,0.04236,-0.04963,92.7,0.0000,24.958
561,-0.00604,0.20703,-0.01353,0.04538,-0.05895,92.8,0.0000,16.065
562,-0.01422,0.18486,-0.01364,0.04631,-0.06789,91.3,0.0004,19.118
563,-0.00626,0.21030,-0.01022,0.04630,-0.05767,91.2,0.0000,19.211
564,-0.02139,0.21583,-0.01338,0.05039,-0.05867,91.0,0.0033,20.873
565,-0.03482,0.20319,-0.01517,0.04817,-0.06065,88.8,0.0042,14.125
566,-0.01841,0.22034,-0.01488,0.04860,-0.05466,89.1,0.0025,26.344
567,-0.00344,0.22372,-0.00891,0.04543,-0.05016,89.6,0.0021,28.395
568,-0.00393,0.21504,-0.00815,0.04446,-0.04576,89.9,0.0000,22.647
569,-0.00001,0.21921,-0.00725,0.04369,-0.04435,91.6,0.0000,14.719
570,-0.00114,0.21079,-0.00609,0.04154,-0.04429,92.6,0.0004,15.733
571,0.00636,0.21633,-0.01250,0.04630,-0.05208,92.3,0.0000,13.987
572,0.00051,0.24239,-0.00892,0.04820,-0.05652,92.8,0.0000,13.276
573,-0.00241,0.23929,-0.01023,0.04896,-0.05488,92.6,0.0000,5.414
574,-0.00842,0.22198,-0.01388,0.04847,-0.05899,93.0,0.0004,2.096
575,-0.00109,0.24965,-0.01723,0.05144,-0.06974,92.6,0.0000,1.512
576,0.00970,0.24421,-0.01303,0.05027,-0.05938,92.5,0.0000,0.861
577,0.00512,0.22429,-0.00975,0.04456,-0.04612,92.6,0.0000,2.430
578,0.00467,0.23065,-0.01234,0.04493,-0.05479,93.0,0.0000,1.901
579,0.00231,0.25134,-0.01327,0.05076,-0.05177,93.1,0.0000,0.477
580,0.00413,0.31934,-0.01300,0.05527,-0.05096,92.4,0.0000,0.971
581,0.00609,0.23223,0.00090,0.04260,-0.02223,93.0,0.0000,0.118
582,0.01045,0.21920,0.00103,0.03893,-0.02720,92.6,0.0000,0.000
583,0.01987,0.25714,-0.00139,0.04562,-0.01696,92.8,0.0000,0.000
584,0.03999,0.24985,0.00007,0.03862,-0.00039,93.1,0.0000,0.000
585,0.02198,0.27950,-0.00250,0.04275,0.00930,93.4,0.0000,0.037
586,0.01149,0.24421,0.00007,0.03775,0.01826,93.3,0.0000,0.125
587,0.01510,0.25520,-0.00006,0.03765,0.03280,93.6,0.0000,1.014
588,0.03000,0.22723,0.00324,0.03425,0.02978,93.5,0.0000,0.275
589,0.03533,0.26505,0.00284,0.03803,0.03100,93.5,0.0008,4.483
590,0.01894,0.27139,0.00366,0.03808,0.05632,93.7,0.0000,20.536
591,0.01699,0.23264,0.00890,0.03381,0.07676,93.7,0.0000,14.449
592,0.01060,0.22465,0.01059,0.03458,0.07182,93.6,0.0000,0.003
593,0.02833,0.24721,0.00608,0.03706,0.03564,93.0,0.0000,0.023
594,0.03721,0.23159,0.00807,0.03474,0.05167,94.0,0.0000,0.459
595,0.02991,0.25146,0.00556,0.03781,0.04592,93.7,0.0000,5.725
596,0.04265,0.20391,0.00736,0.03166,0.03378,93.0,0.0000,0.565
597,0.07205,0.24665,0.00883,0.03530,0.02770,93.1,0.0000,0.172
598,0.02839,0.20916,0.01241,0.03480,0.08228,93.6,0.0000,0.144
599,0.01372,0.26805,0.01390,0.03954,0.10596,93.2,0.0000,2.598
600,-0.00675,0.23281,0.00311,0.03570,0.06226,92.8,0.0000,2.559
601,0.03794,0.20672,0.00456,0.03349,0.03664,93.1,0.0000,13.885
602,0.04029,0.25048,0.00625,0.03769,0.03505,92.7,0.0000,46.758
603,0.04595,0.25938,0.00688,0.03974,0.03963,92.5,0.0004,10.836
604,0.03672,0.26572,0.00557,0.03976,0.04429,92.7,0.0000,0.030
605,0.03489,0.26569,0.00358,0.03947,0.02635,92.2,0.0000,0.000
606,0.01245,0.25383,-0.00025,0.04122,0.02841,91.8,0.0000,0.047
607,0.02414,0.25151,0.00127,0.04033,0.00599,92.1,0.0021,0.021
608,0.00457,0.30579,-0.00328,0.05173,-0.02287,92.1,0.0017,1.051
609,0.00880,0.26438,-0.00640,0.05009,-0.03945,92.4,0.0013,5.578
610,0.00289,0.28458,-0.01388,0.05398,-0.05834,92.3,0.0004,2.329
611,-0.00830,0.21374,-0.01372,0.04489,-0.05827,92.7,0.0000,17.478
612,0.00055,0.26989,-0.01274,0.05379,-0.06282,92.1,0.0000,0.005
613,-0.00377,0.23666,-0.01475,0.04828,-0.05721,92.0,0.0008,0.066
614,0.00234,0.21881,-0.01098,0.04509,-0.05429,92.5,0.0000,0.152
615,0.00970,0.24865,-0.00931,0.04800,-0.04967,92.2,0.0008,1.849
616,0.01469,0.23054,-0.00929,0.04638,-0.05965,92.4,0.0004,1.785
617,-0.00553,0.23784,-0.00944,0.04681,-0.04808,92.3,0.0004,0.754
618,0.00343,0.23344,-0.00933,0.04829,-0.04804,92.3,0.0000,1.499
619,0.00543,0.24933,-0.00973,0.04688,-0.03964,92.7,0.0000,0.902
620,-0.00347,0.19986,-0.00312,0.04073,-0.02861,92.4,0.0000,0.151
621,-0.00346,0.23092,0.00130,0.04333,-0.03010,92.4,0.0000,0.002
622,0.01257,0.24331,-0.00001,0.04000,0.01627,93.1,0.0000,0.000
623,0.02515,0.23752,0.00414,0.04324,0.00316,92.8,0.0000,0.011
624,0.01302,0.22972,-0.00043,0.04614,-0.02856,92.5,0.0000,0.010
625,-0.00056,0.22422,-0.00159,0.04137,-0.01318,92.7,0.0000,0.032
626,0.00657,0.20164,0.00162,0.03558,0.03460,93.1,0.0000,0.058
627,0.01224,0.22580,0.00212,0.03511,0.03308,93.1,0.0000,0.019
628,0.00413,0.21689,0.00046,0.03712,0.03184,93.2,0.0000,0.103
629,-0.01098,0.23204,-0.00206,0.03910,0.03112,92.9,0.0000,0.315
630,-0.02289,0.20628,-0.00614,0.03689,0.02105,93.3,0.0000,0.102
631,-0.01304,0.21966,-0.00088,0.04232,0.00202,92.4,0.0000,1.720
632,-0.00210,0.21762,0.00022,0.03691,0.02600,93.2,0.0000,4.003
633,0.06507,0.22562,0.00448,0.04475,-0.02649,92.2,0.0000,6.889
634,-0.03835,0.26384,-0.01486,0.05364,-0.04293,92.5,0.0000,3.156
635,-0.01561,0.21913,-0.00329,0.03972,0.00701,93.4,0.0000,2.267
636,0.00327,0.22250,0.00099,0.04014,-0.01642,93.1,0.0000,2.253
637,0.00297,0.21916,-0.00188,0.04270,-0.03171,93.4,0.0000,1.317
638,-0.00243,0.22315,-0.00780,0.04688,-0.04628,93.1,0.0000,3.823
639,-0.02035,0.26759,-0.01956,0.05592,-0.08288,92.8,0.0004,1.157
640,-0.02859,0.23961,-0.01894,0.05519,-0.08222,93.2,0.0000,3.566
641,-0.01598,0.26414,-0.01412,0.05433,-0.06553,92.9,0.0000,0.850
642,-0.00120,0.21706,-0.01066,0.04716,-0.06102,92.6,0.0004,1.010
643,0.00364,0.23336,-0.00647,0.04772,-0.04708,91.8,0.0004,0.506
644,0.00237,0.24971,-0.00585,0.04752,-0.04228,91.4,0.0004,0.539
645,0.00764,0.23604,-0.00594,0.04652,-0.03915,90.7,0.0017,0.553
646,0.00069,0.20729,-0.00502,0.04271,-0.04412,92.1,0.0013,0.790
647,0.00506,0.21629,-0.00945,0.04541,-0.04748,92.1,0.0004,0.763
648,-0.00198,0.22847,-0.00676,0.04732,-0.05078,91.0,0.0021,0.484
649,0.00065,0.27609,-0.01213,0.05191,-0.05837,91.6,0.0000,0.886
650,-0.00182,0.21485,-0.00993,0.04723,-0.05133,92.1,0.0004,1.732
651,-0.00615,0.20064,-0.01057,0.04451,-0.05674,92.8,0.0000,0.444
652,-0.00400,0.21752,-0.01397,0.04807,-0.06520,92.9,0.0000,0.714
653,0.01144,0.22154,-0.01512,0.04958,-0.07683,93.1,0.0000,0.876
654,0.00280,0.24796,-0.01728,0.05323,-0.08515,93.3,0.0000,0.921
655,0.00546,0.19158,-0.01437,0.04642,-0.07771,93.5,0.0000,0.807
656,0.00232,0.19178,-0.01527,0.04495,-0.06988,93.2,0.0000,1.970
657,0.00903,0.22317,-0.01037,0.04754,-0.05787,93.0,0.0000,0.398
658,0.01286,0.18520,-0.00352,0.03820,-0.03616,93.3,0.0000,0.143
659,0.01816,0.22451,-0.00021,0.03945,-0.02417,92.6,0.0000,3.493
660,0.01786,0.18289,0.00180,0.03482,-0.01508,92.9,0.0000,0.181
661,0.02390,0.17913,0.00136,0.03304,-0.00985,92.7,0.0004,1.360
662,0.02882,0.16509,0.00122,0.03097,-0.00689,93.7,0.0000,1.302
663,0.03439,0.18914,0.00038,0.03208,0.00023,94.3,0.0004,1.604
664,0.03071,0.19899,0.00083,0.03352,0.00085,93.6,0.0000,3.182
665,0.03047,0.20049,0.00102,0.03428,0.00829,93.1,0.0017,5.856
