time,urms_h,umean,vmean,T,P,frac_ok
18-Dec-2023 00:00:00,0.254145059939299,0.0180213911886399,-0.0313543240422798,17.0304501875782,6.59539641517299,0.999583333333333
18-Dec-2023 00:20:00,0.243089071032452,0.0224547125871622,-0.0525854920880317,17.0204458333335,6.47868791666666,1
18-Dec-2023 00:40:00,0.27462680701613,0.0129984782891886,-0.0529758403935498,17.0102666666668,6.37606625,1
18-Dec-2023 01:00:00,0.288214838189242,0.0239581099634598,-0.0500917477496224,17.0000833333333,6.2745875,1
18-Dec-2023 01:20:00,0.355891997954451,0.0378452862467168,-0.0341016083025955,16.9924833333332,6.18269375,1
18-Dec-2023 01:40:00,0.268671716403173,0.0327030162619615,-0.0492891617206864,16.9819166666665,6.11354333333334,1
18-Dec-2023 02:00:00,0.325344160510779,0.0147140784049486,-0.0367817731178233,16.9672208333332,6.05090833333333,1
18-Dec-2023 02:20:00,0.313909065188064,-0.0175579341024567,-0.0448847808399319,16.9941326105088,6.03046288573812,0.999166666666667
18-Dec-2023 02:40:00,0.29162553242531,0.00279327119678624,-0.0480707434718133,17.0321291666668,6.007285,1
18-Dec-2023 03:00:00,0.309913577733928,0.00356863123939758,0.00197606654643413,17.0042028380634,6.00160434056761,0.998333333333333
18-Dec-2023 03:20:00,0.300823082585081,0.0154460041125294,-0.00845273789455074,16.9652210175145,6.01036113427857,0.999166666666667
18-Dec-2023 03:40:00,0.315608888022781,0.00333572566959454,-0.0353150532356501,16.99185,6.041665,1
18-Dec-2023 04:00:00,0.341756917664702,0.00963239433129718,-0.0528452984324368,16.9957256046705,6.0818857381151,0.999166666666667
18-Dec-2023 04:20:00,0.325029267683438,0.00811125177475902,-0.0475383072406489,16.9844286905753,6.14308590492077,0.999166666666667
18-Dec-2023 04:40:00,0.38032810309002,-0.00276343705642251,-0.0659292728745788,16.9481909128803,6.20159774906211,0.999583333333333
18-Dec-2023 05:00:00,0.321719147460201,0.0170764726256368,-0.0538226196213873,16.8817791666668,6.29733125,1
